BASE|2009-11-01|0.404770|0.658404|0.748856|0.614774|0.949991|5.311771|0.493384|0.476670|0.961888|0.929699|0.096970|0.561880|0.355610|-0.012056|0.476670|1.027412|0.979889|0.007092|141.000000|0.560566|81.000000|0.384812|0.875000|-0.287473|16.000000
BASE|2010-05-01|0.394784|0.630783|0.741781|0.625863|0.963105|4.247958|0.465711|0.484942|1.045520|0.942987|0.075472|0.533511|0.379641|-0.050040|0.484942|1.100154|1.013657|0.014815|135.000000|0.541592|75.000000|0.382880|0.800000|-0.287420|15.000000
BASE|2010-11-01|0.385774|0.639524|0.725234|0.603221|0.969277|5.460497|0.504616|0.472237|1.048421|0.995806|0.091503|0.622887|0.383448|-0.081783|0.472237|1.360284|1.140295|0.046512|129.000000|0.551944|69.000000|0.396681|0.800000|-0.241890|15.000000
BASE|2011-05-01|0.405975|0.640481|0.774983|0.633860|0.934599|5.339378|0.497326|0.472577|1.040888|0.997762|0.040816|0.624260|0.418681|0.026207|0.474085|1.353866|1.141829|0.000000|123.000000|0.553858|63.000000|0.407073|0.785714|-0.226258|14.000000
BASE|2011-11-01|0.377956|0.639535|0.706068|0.590985|0.967540|4.401289|0.438085|0.454698|0.963464|0.887808|0.000000|0.541206|0.363429|0.143489|0.471986|1.157547|1.022615|0.000000|117.000000|0.498166|57.000000|0.428223|0.785714|-0.270071|14.000000
BASE|2012-05-01|0.451179|0.658032|0.828684|0.685648|0.976362|5.308553|0.534528|0.475809|1.090687|1.061351|0.000000|0.645671|0.439547|0.247785|0.475809|1.379649|1.205106|0.000000|111.000000|0.574045|51.000000|0.423486|0.846154|-0.311447|13.000000
BASE|2012-11-01|0.469771|0.656304|0.853075|0.715783|0.995632|4.138959|0.508937|0.476439|1.117289|1.036619|0.000000|0.592727|0.457554|0.236941|0.480351|1.236299|1.071412|0.000000|105.000000|0.552512|45.000000|0.471866|0.923077|-0.377811|13.000000
BASE|2013-05-01|0.506381|0.656371|0.916849|0.771486|0.993897|5.331123|0.570208|0.467025|1.159702|1.123743|0.000000|0.648045|0.499699|0.265583|0.472278|1.374343|1.184831|0.000000|99.000000|0.597538|39.000000|0.454001|0.916667|-0.332073|12.000000
BASE|2013-11-01|0.531261|0.667447|0.944934|0.795959|0.994029|5.517581|0.568775|0.465400|1.182862|1.114569|0.000000|0.675165|0.540724|0.251464|0.477210|1.418452|1.239144|0.000000|93.000000|0.600944|33.000000|0.474506|0.833333|-0.240542|12.000000
BASE|2014-05-01|0.574736|0.666617|1.020394|0.862169|0.994916|5.178052|0.586853|0.474197|1.224106|1.159202|0.000000|0.686156|0.593822|0.261917|0.485626|1.412932|1.234231|0.000000|87.000000|0.611609|27.000000|0.454460|0.909091|-0.238215|11.000000
BASE|2014-11-01|0.464884|0.681293|0.858898|0.682356|0.982503|4.250409|0.484602|0.456123|1.109271|1.058061|0.000000|0.648207|0.557119|0.169357|0.477101|1.364299|1.192678|0.000000|81.000000|0.504787|21.000000|0.464144|0.818182|-0.264688|11.000000
BASE|2015-05-01|0.462001|0.594013|0.906273|0.777763|0.932371|5.424439|0.580718|0.466430|1.352519|1.231293|0.000000|0.709080|0.651966|0.189397|0.479679|1.517242|1.304362|0.000000|75.000000|0.582604|15.000000|0.514687|0.800000|-0.255375|10.000000
BASE|2015-11-01|0.523820|0.471859|1.037807|1.110119|0.981410|5.288539|0.601243|0.467581|1.402302|1.287448|0.000000|0.716461|0.660464|0.435741|0.471859|1.538838|1.313690|0.000000|69.000000|0.648719|9.000000|0.501898|0.800000|-0.254124|10.000000
BASE|2016-05-01|0.569633|0.474849|1.126189|1.199610|0.996669|4.207853|0.604000|0.421055|1.434493|1.185582|0.000000|0.679163|0.586226|0.379916|0.474849|1.430271|1.196998|0.000000|63.000000|0.554307|3.000000|0.530824|0.888889|-0.160214|9.000000
BASE|2016-11-01|0.537021|0.472463|1.047044|1.136642|0.993105|4.272351|0.585811|0.452585|1.331230|1.137713|0.000000|0.658749|0.574342|0.376333|0.472463|1.394286|1.149792|0.000000|57.000000|nan|0.000000|0.513603|0.888889|-0.239509|9.000000
BASE|2017-05-01|0.548518|0.476121|1.072090|1.152056|0.997194|4.133128|0.640340|0.461788|1.416807|1.187754|0.000000|0.646211|0.586608|0.368472|0.476121|1.357241|1.174574|0.000000|51.000000|nan|0.000000|0.491474|0.875000|-0.305493|8.000000
BASE|2017-11-01|0.479830|0.481185|0.911231|0.997185|0.991653|4.194806|0.624646|0.428168|1.391885|1.169862|0.000000|0.600252|0.552098|0.369358|0.481185|1.247447|1.107857|0.000000|45.000000|nan|0.000000|0.462797|0.875000|-0.230686|8.000000
BASE|2018-05-01|0.472378|0.475877|0.895069|0.992648|0.923005|5.581262|0.711808|0.475877|1.495784|1.359399|0.000000|0.674261|0.602905|0.420708|0.475877|1.416882|1.287502|0.000000|39.000000|nan|0.000000|0.444658|1.000000|0.369839|7.000000
BASE|2018-11-01|0.567595|0.477894|1.080994|1.187700|0.977031|4.323785|0.691754|0.477894|1.447504|1.266619|0.000000|0.637808|0.576507|0.360799|0.477894|1.334622|1.211762|0.000000|33.000000|nan|0.000000|0.521026|1.000000|0.311245|7.000000
BASE|2019-05-01|0.274220|0.474639|0.507452|0.577745|0.950396|6.643985|0.315101|0.474639|0.684157|0.583178|0.000000|0.312953|0.252281|0.172637|0.474639|0.659350|0.589546|0.000000|27.000000|nan|0.000000|0.316498|0.833333|-0.202442|6.000000
