BASE|2009-11-01|0.345877|0.688988|0.668950|0.502008|1.617469|6.994895|6.000000|0.655579|1.001470|1.238976|1.444971|0.807148|0.385259|0.436021|0.901063|0.737659|0.078788|0.416628|0.227394|-0.050039|0.470190|0.873402|0.764860|0.049645|141.000000|0.579896|0.385463|81.000000|0.360386|0.812500|-0.277082|16.000000
BASE|2010-05-01|0.373600|0.681123|0.732045|0.548505|1.642645|6.932940|6.000000|0.660312|0.998630|1.239787|1.461928|0.767656|0.442337|0.434966|0.970592|0.822980|0.069182|0.457213|0.346119|-0.042059|0.434966|0.905668|0.838746|0.037037|135.000000|0.583011|0.421872|75.000000|0.346241|0.800000|-0.276843|15.000000
BASE|2010-11-01|0.302017|0.740891|0.574714|0.407640|1.618154|6.598146|6.000000|0.659400|1.023876|1.287204|1.421025|0.805191|0.366304|0.461150|0.821974|0.726805|0.098039|0.387800|0.210497|-0.060431|0.472049|0.846173|0.709087|0.069767|129.000000|0.457928|0.333490|69.000000|0.305287|0.800000|-0.311087|15.000000
BASE|2011-05-01|0.335388|0.734664|0.642865|0.456518|1.597495|7.165767|6.000000|0.653665|1.019389|1.262014|1.409263|0.779850|0.371623|0.451784|0.885380|0.766832|0.061224|0.406292|0.231560|-0.039366|0.460839|0.899306|0.757059|0.024390|123.000000|0.450344|0.339325|63.000000|0.375857|0.857143|-0.321265|14.000000
BASE|2011-11-01|0.326007|0.761243|0.633748|0.428256|1.644721|7.096356|6.000000|0.666182|1.078122|1.361216|1.452180|0.764706|0.348002|0.426985|0.872015|0.745433|0.049645|0.355974|0.238378|0.030729|0.471722|0.791130|0.712710|0.000000|117.000000|0.527553|0.305052|57.000000|0.330044|0.857143|-0.350766|14.000000
BASE|2012-05-01|0.403993|0.715819|0.786393|0.564379|1.662070|7.053260|7.000000|0.642979|0.909747|1.147962|1.441810|0.756041|0.445311|0.429095|0.987405|0.841657|0.014815|0.460683|0.382979|0.132989|0.456570|0.963317|0.864097|0.000000|111.000000|0.626589|0.430127|51.000000|0.467648|0.769231|-0.225605|13.000000
BASE|2012-11-01|0.463543|0.711177|0.880342|0.651796|1.683563|7.821517|6.000000|0.635396|0.925738|1.160527|1.445884|0.707564|0.472705|0.439166|1.088896|0.904502|0.015504|0.499836|0.335831|0.136393|0.439166|1.138148|0.947273|0.000000|105.000000|0.641864|0.414915|45.000000|0.419585|0.692308|-0.192410|13.000000
BASE|2013-05-01|0.467166|0.653723|0.891579|0.714623|1.682551|6.830200|7.000000|0.639164|0.794743|0.982195|1.451265|0.772293|0.482091|0.492893|1.094288|0.920313|0.016260|0.528486|0.430865|0.200589|0.517911|1.022106|0.969610|0.000000|99.000000|0.664410|0.461561|39.000000|0.397641|0.833333|-0.162553|12.000000
BASE|2013-11-01|0.452102|0.669472|0.870413|0.675311|1.670469|6.789924|7.000000|0.630398|0.844072|1.035315|1.453016|0.729808|0.493173|0.438915|1.144119|0.984188|0.008547|0.507552|0.369368|0.118071|0.448194|1.132811|0.972460|0.000000|93.000000|0.629029|0.434608|33.000000|0.405790|0.750000|-0.218313|12.000000
BASE|2014-05-01|0.472168|0.749601|0.907746|0.629893|1.671037|6.324547|7.000000|0.655939|1.073824|1.338592|1.442499|0.788859|0.507228|0.441613|1.171956|1.010952|0.027027|0.551719|0.446089|0.109861|0.444827|1.240300|1.055950|0.000000|87.000000|0.616601|0.443423|27.000000|0.440516|0.727273|-0.346622|11.000000
BASE|2014-11-01|0.505818|0.819996|0.957593|0.616854|1.628381|6.918655|7.000000|0.625967|0.738115|0.997798|1.448130|0.702314|0.595808|0.437620|1.270791|1.160021|0.028571|0.623801|0.538827|0.028681|0.552422|1.136214|1.181967|0.000000|81.000000|0.692595|0.534937|21.000000|0.467666|0.727273|-0.428941|11.000000
BASE|2015-05-01|0.480894|0.622013|1.000689|0.773124|1.591756|7.255576|7.000000|0.638215|0.743444|0.991834|1.455843|0.737038|0.607897|0.434756|1.279608|1.182341|0.000000|0.626458|0.553054|0.184357|0.572789|1.111063|1.175491|0.000000|75.000000|0.663330|0.557636|15.000000|0.514008|0.800000|-0.146421|10.000000
BASE|2015-11-01|0.598567|0.571394|1.231440|1.047555|1.649103|6.722873|7.000000|0.648332|0.750277|0.998564|1.453980|0.803951|0.632206|0.438202|1.317484|1.209227|0.000000|0.657044|0.576164|0.465019|0.571394|1.172187|1.242568|0.000000|69.000000|0.709354|0.714364|9.000000|0.576391|0.800000|-0.156067|10.000000
BASE|2016-05-01|0.682265|0.545193|1.428121|1.251418|1.671547|6.461273|6.000000|0.624446|0.737208|0.938453|1.470091|0.724990|0.619278|0.440520|1.330589|1.200262|0.000000|0.635516|0.572200|0.457102|0.545193|1.203483|1.198724|0.000000|63.000000|0.673146|0.676483|3.000000|0.777760|0.888889|-0.150877|9.000000
SB1|2009-11-01|0.364547|0.680083|0.731298|0.536033|1.618836|7.052126|6.000000|0.661014|0.986935|1.239123|1.447095|0.789278|0.411828|0.428473|0.926223|0.835374|0.072727|0.438851|0.290965|-0.040751|0.428473|0.879426|0.827244|0.035461|141.000000|0.597264|0.402689|81.000000|0.307157|0.812500|-0.277082|16.000000
SB1|2010-05-01|0.316539|0.682767|0.625223|0.463612|1.650000|7.047896|6.000000|0.656968|0.975673|1.239565|1.450395|0.792733|0.331563|0.439978|0.816102|0.656585|0.075472|0.327753|0.206694|-0.047979|0.442082|0.699474|0.603548|0.051852|135.000000|0.372195|0.295064|75.000000|0.387880|0.666667|-0.276843|15.000000
SB1|2010-11-01|0.318102|0.717946|0.616761|0.443072|1.609220|6.716288|6.000000|0.660997|0.938889|1.187400|1.491692|0.800472|0.397401|0.434428|0.920718|0.816863|0.078431|0.442411|0.227876|-0.058401|0.434428|1.018376|0.794135|0.069767|129.000000|0.529847|0.366995|69.000000|0.292915|0.733333|-0.314185|15.000000
SB1|2011-05-01|0.361382|0.713267|0.699188|0.506657|1.589534|6.898599|6.000000|0.666173|0.936621|1.168130|1.480104|0.820206|0.403520|0.436578|0.956014|0.805627|0.034014|0.448866|0.245609|-0.042258|0.439165|1.028146|0.840375|0.024390|123.000000|0.514393|0.354087|63.000000|0.320228|0.785714|-0.319683|14.000000
SB1|2011-11-01|0.321686|0.753371|0.628101|0.426996|1.642103|7.015697|6.000000|0.672992|1.043890|1.317293|1.457676|0.805798|0.340957|0.445886|0.821433|0.736396|0.049645|0.352936|0.233498|0.029962|0.470107|0.776646|0.708252|0.000000|117.000000|0.519986|0.301676|57.000000|0.326598|0.785714|-0.365729|14.000000
