BASE|2009-11-01|0.406035|0.658404|0.752788|0.616696|0.950156|5.219469|0.493384|0.476670|0.961888|0.929699|0.096970|0.563217|0.355610|-0.012056|0.476670|1.028856|0.979889|0.007092|141.000000|0.560566|81.000000|0.384812|0.875000|-0.287473|16.000000
BASE|2010-05-01|0.394244|0.630783|0.742072|0.625008|0.963244|4.171932|0.465711|0.484942|1.045520|0.942987|0.075472|0.533511|0.379641|-0.050040|0.484942|1.100154|1.013657|0.014815|135.000000|0.541592|75.000000|0.382880|0.800000|-0.287420|15.000000
BASE|2010-11-01|0.385986|0.639524|0.726987|0.603551|0.969397|5.345352|0.504616|0.472237|1.048421|0.995806|0.091503|0.622887|0.383448|-0.081783|0.472237|1.360284|1.140295|0.046512|129.000000|0.551944|69.000000|0.396681|0.800000|-0.241890|15.000000
BASE|2011-05-01|0.406156|0.640481|0.776808|0.634142|0.934863|5.231008|0.497326|0.472577|1.040888|0.997762|0.040816|0.624260|0.418681|0.026207|0.474085|1.353866|1.141829|0.000000|123.000000|0.553858|63.000000|0.407073|0.785714|-0.226258|14.000000
BASE|2011-11-01|0.377379|0.639535|0.706355|0.590084|0.967675|4.323022|0.438085|0.454698|0.963464|0.887808|0.000000|0.541206|0.363429|0.143489|0.471986|1.157547|1.022615|0.000000|117.000000|0.498166|57.000000|0.428223|0.785714|-0.270071|14.000000
BASE|2012-05-01|0.451083|0.658032|0.830176|0.685502|0.976464|5.196218|0.534528|0.475809|1.090687|1.061351|0.000000|0.645671|0.439547|0.247785|0.475809|1.379649|1.205106|0.000000|111.000000|0.574045|51.000000|0.423486|0.846154|-0.311447|13.000000
BASE|2012-11-01|0.468909|0.656304|0.853277|0.714469|0.995652|4.061880|0.508937|0.476439|1.117289|1.036619|0.000000|0.592727|0.457554|0.236941|0.480351|1.236299|1.071412|0.000000|105.000000|0.552512|45.000000|0.471866|0.923077|-0.377811|13.000000
BASE|2013-05-01|0.442758|0.656935|0.799880|0.673976|0.995024|3.967000|0.514078|0.481907|1.059054|1.016845|0.000000|0.540654|0.469721|0.237018|0.492347|1.111489|0.982185|0.000000|99.000000|0.530633|39.000000|0.484289|0.916667|-0.393171|12.000000
BASE|2013-11-01|0.531959|0.667447|0.948513|0.797006|0.994028|5.338040|0.568775|0.465400|1.182862|1.114569|0.000000|0.675165|0.540724|0.251464|0.477210|1.418452|1.239144|0.000000|93.000000|0.603021|33.000000|0.474506|0.833333|-0.240542|12.000000
BASE|2014-05-01|0.570575|0.667071|1.019999|0.855343|0.994349|5.165525|0.586929|0.474128|1.205484|1.162289|0.000000|0.680549|0.588644|0.261917|0.475792|1.430351|1.241776|0.000000|87.000000|0.609567|27.000000|0.423241|0.909091|-0.238180|11.000000
BASE|2014-11-01|0.463835|0.681293|0.859031|0.680815|0.982594|4.174967|0.484602|0.456123|1.109271|1.058061|0.000000|0.648207|0.557119|0.169357|0.477101|1.364299|1.192678|0.000000|81.000000|0.504787|21.000000|0.464144|0.818182|-0.264688|11.000000
BASE|2015-05-01|0.462853|0.594013|0.910476|0.779196|0.932751|5.235395|0.580718|0.466430|1.352519|1.231293|0.000000|0.709080|0.651966|0.189397|0.479679|1.517242|1.305189|0.000000|75.000000|0.582604|15.000000|0.514687|0.800000|-0.255375|10.000000
BASE|2015-11-01|0.523558|0.471859|1.040008|1.109566|0.981521|5.199370|0.601857|0.467581|1.402302|1.287448|0.000000|0.716461|0.660464|0.435946|0.471859|1.538838|1.313690|0.000000|69.000000|0.648719|9.000000|0.501898|0.800000|-0.254124|10.000000
