date,net_equity,cash,positions,cash_ratio,debt,margin_ratio,top1_weight,top3_weight
2018-11-01,3000000.00,3000000.00,0,1.0000,0.00,,0.0000,0.0000
2018-11-02,3000000.00,3000000.00,0,1.0000,0.00,,0.0000,0.0000
2018-11-05,3001243.53,2850295.53,1,0.9497,0.00,,0.0503,0.0503
2018-11-06,2997447.09,2700775.09,1,0.9010,0.00,,0.0990,0.0990
2018-11-07,2995906.66,2551441.66,1,0.8516,0.00,,0.1484,0.1484
2018-11-08,2991812.87,2991812.87,0,1.0000,0.00,,0.0000,0.0000
2018-11-09,2993886.72,2844964.72,1,0.9503,0.00,,0.0497,0.0497
2018-11-12,2993946.33,2695950.33,1,0.9005,0.00,,0.0995,0.0995
2018-11-13,2991234.45,2396971.45,2,0.8013,0.00,,0.1502,0.1987
2018-11-14,2987458.86,2100698.86,2,0.7032,0.00,,0.1974,0.2968
2018-11-15,2989416.23,2537022.23,1,0.8487,0.00,,0.1513,0.1513
2018-11-16,2992351.80,2387691.80,1,0.7979,0.00,,0.2021,0.2021
2018-11-19,2984495.39,2238470.39,1,0.7500,0.00,,0.2500,0.2500
2018-11-20,2970705.79,1942121.79,2,0.6538,0.00,,0.2952,0.3462
2018-11-21,2971550.15,1941794.15,1,0.6535,0.00,,0.3465,0.3465
2018-11-22,3004268.15,1941794.15,1,0.6463,0.00,,0.3537,0.3537
2018-11-23,2961218.15,1941794.15,1,0.6557,0.00,,0.3443,0.3443
2018-11-26,2962940.15,1941794.15,1,0.6554,0.00,,0.3446,0.3446
2018-11-27,2962923.91,1794120.91,1,0.6055,0.00,,0.3945,0.3945
2018-11-28,2974733.57,1645552.57,1,0.5532,0.00,,0.4468,0.4468
2018-11-29,2931876.64,2785716.64,1,0.9501,0.00,,0.0499,0.0499
2018-11-30,2932039.33,2932039.33,0,1.0000,0.00,,0.0000,0.0000
2018-12-03,2932039.33,2932039.33,0,1.0000,0.00,,0.0000,0.0000
2018-12-04,2931648.21,2639992.21,2,0.9005,0.00,,0.0499,0.0995
2018-12-05,2927919.26,2492316.26,2,0.8512,0.00,,0.0989,0.1488
2018-12-06,2919481.04,2625434.04,2,0.8993,0.00,,0.0510,0.1007
2018-12-07,2921224.92,2624984.92,1,0.8986,0.00,,0.1014,0.1014
2018-12-10,2912192.96,2479795.96,1,0.8515,0.00,,0.1485,0.1485
2018-12-11,2910238.06,2335258.06,1,0.8024,0.00,,0.1976,0.1976
2018-12-12,2912812.09,2190069.09,1,0.7519,0.00,,0.2481,0.2481
2018-12-13,2935945.96,2043451.96,1,0.6960,0.00,,0.3040,0.3040
2018-12-14,2919309.96,1897983.96,1,0.6501,0.00,,0.3499,0.3499
2018-12-17,2932721.89,1606361.89,2,0.5477,0.00,,0.4021,0.4523
