date,net_equity,cash,positions,cash_ratio,debt,margin_ratio,top1_weight,top3_weight
2012-05-02,3000000.00,3000000.00,0,1.0000,0.00,,0.0000,0.0000
2012-05-03,3005800.87,2553270.87,3,0.8494,0.00,,0.0506,0.1506
2012-05-04,3000979.62,2105496.62,3,0.7016,0.00,,0.0999,0.2984
2012-05-07,3004979.57,1950363.57,3,0.6490,0.00,,0.1505,0.3510
2012-05-08,2991545.46,1503810.46,3,0.5027,0.00,,0.2001,0.4973
2012-05-09,2961315.84,1061769.84,3,0.3585,0.00,,0.2495,0.6415
2012-05-10,2974863.77,470205.77,4,0.1581,0.00,,0.2984,0.7921
2012-05-11,2945859.13,610484.13,3,0.2072,0.00,,0.3474,0.7928
2012-05-14,2925104.26,320704.26,3,0.1096,0.00,,0.3934,0.8904
2012-05-15,2942741.08,28117.08,3,0.0096,0.00,,0.4519,0.9904
2012-05-16,2883779.85,0.00,3,0.0000,401313.15,8.1859,0.5029,1.1392
2012-05-17,2941720.13,0.00,3,0.0000,839927.87,4.5023,0.5484,1.2855
2012-05-18,2871192.15,0.00,4,0.0000,1380420.85,3.0799,0.5959,1.4318
2012-05-21,2920484.09,0.00,5,0.0000,1945176.91,2.5014,0.6027,1.5189
2012-05-22,2987484.13,0.00,5,0.0000,1989273.87,2.5018,0.6054,1.5163
2012-05-23,2947162.38,0.00,5,0.0000,1989464.62,2.4814,0.6137,1.5251
2012-05-24,2938293.61,0.00,5,0.0000,1989655.39,2.4768,0.6094,1.5272
2012-05-25,2877406.36,426.17,4,0.0001,1916486.81,2.5014,0.6223,1.6159
2012-05-28,2951189.56,0.00,4,0.0000,1964889.44,2.5020,0.6137,1.5998
2012-05-29,3041985.54,0.00,4,0.0000,2025437.46,2.5019,0.6065,1.5845
2012-05-30,3043112.31,0.00,4,0.0000,2026516.69,2.5016,0.6096,1.5850
2012-05-31,3119535.49,0.00,4,0.0000,2076845.51,2.5021,0.6117,1.5762
2012-06-01,3074291.34,0.00,4,0.0000,2077044.66,2.4801,0.6148,1.5849
2012-06-04,2941875.00,752.52,5,0.0003,1958078.52,2.5024,0.6382,1.6143
2012-06-05,2881197.70,0.00,4,0.0000,1954490.30,2.4741,0.6423,1.6264
2012-06-06,2828604.92,1135489.74,3,0.4014,1884475.82,2.5010,0.6519,1.2648
2012-06-07,2770592.84,827682.90,3,0.2987,1845235.06,2.5015,0.6465,1.3673
2012-06-08,2748715.54,609671.98,3,0.2218,1830659.44,2.5015,0.6419,1.4442
2012-06-11,2832296.96,425826.03,3,0.1503,1831186.07,2.5467,0.6333,1.4962
2012-06-12,2846913.86,284768.52,3,0.1000,1831361.66,2.5545,0.6383,1.5433
2012-06-13,2925533.18,123729.45,3,0.0423,1831537.27,2.5973,0.6280,1.5838
2012-06-14,2874811.89,0.00,3,0.0000,1850427.11,2.5536,0.6274,1.6437
2012-06-15,2907856.01,0.00,3,0.0000,1936413.99,2.5017,0.6295,1.6659
2012-06-18,2898575.96,0.00,3,0.0000,1936971.04,2.4964,0.6338,1.6682
2012-06-19,2864419.22,0.00,3,0.0000,1937156.78,2.4787,0.6326,1.6763
2012-06-20,2850441.47,0.00,3,0.0000,1937342.53,2.4713,0.6328,1.6797
2012-06-21,2804811.70,0.00,3,0.0000,1937528.30,2.4476,0.6473,1.6908
2012-06-25,2676517.16,1367160.83,2,0.5108,1783242.66,2.5009,0.6645,1.1555
2012-06-26,2655448.79,1221546.26,2,0.4600,1768538.47,2.5015,0.6676,1.2060
2012-06-27,2602585.09,1057877.16,2,0.4065,1733331.07,2.5015,0.6625,1.2595
2012-06-28,2626204.33,906629.60,3,0.3452,1733497.28,2.5150,0.6626,1.3149
2012-06-29,2656928.99,896059.50,3,0.3373,1733663.50,2.5326,0.6568,1.3153
2012-07-02,2661491.27,896059.50,3,0.3367,1734162.23,2.5347,0.6535,1.3149
2012-07-03,2708136.98,896059.50,3,0.3309,1734328.52,2.5615,0.6676,1.3095
2012-07-04,2610667.77,2553982.60,1,0.9783,1734494.82,2.5051,0.6861,0.6861
2012-07-05,2618871.45,2553982.60,1,0.9752,1734661.15,2.5097,0.6871,0.6871
2012-07-06,2655533.11,2595832.60,1,0.9775,1734827.48,2.5307,0.6758,0.6758
2012-07-09,2649175.05,2595832.60,1,0.9799,1735326.54,2.5266,0.6752,0.6752
2012-07-10,2654867.65,2595832.60,1,0.9778,1735492.94,2.5297,0.6759,0.6759
2012-07-11,2663071.23,2595832.60,1,0.9748,1735659.36,2.5343,0.6770,0.6770
2012-07-12,2660459.21,2463198.01,2,0.9259,1735825.79,2.5327,0.6780,0.7266
2012-07-13,2710418.18,2330563.42,2,0.8599,1735992.24,2.5613,0.6828,0.7806
2012-07-16,2672555.36,2199431.00,2,0.8230,1736491.64,2.5391,0.6821,0.8268
2012-07-17,2705624.06,2065016.21,2,0.7632,1736658.15,2.5579,0.6862,0.8786
