group,arm,start,策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
full,BASE,20091101,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20091101,295053948.5156044,m2,2009-11-02,2026-08-28,0.8260744389301576,0.035501001782493845,1.4231483368508313,0.8186751893545232,0.4371726385410155,0.34525772160109924,0.1523497877367581,0.07272727272727272,165,0.3544095416924453,0.20082014701853335,0.08908819356752429,-0.04339198672105704,0.4651105482444059,0.7612801861795017,0.7895508219884849,0.0425531914893617,141,2016-02-29,0.46125235329213066,3,0.3329220286539123,0.20164747597989052,0.6939598735177677,0.0,81,0.3555924408210528,0.4016568223185284,-0.2770820304759348,1.9056559533335884,0.75,16,97.35131617186812,0.31367085096878133,0.3149636862073115,0.4697485606226578,0.6939598735177677,2015-06-12~2016-06-16,2015-06-12,2016-06-16,0.45200142391338183,0.7536374209868165,0.9845890410958904,0,1.8285349569259393,2015-08-24,0.28904831976222717,2015-08-24,0.2890483197622272,2015-08-24,1.6201870751414937,256,6,5,0.6599510450296174,0.9990356762199867,1.2406265513448727,1.4279594649078073,1.6131271219306915,1.9975339113078365,0.8096301811863986,0.09928021841648052,0.34765625,8.327254865241084,150.4921875,1978,557,6.513478000300679,002128/601088/000651/000933/000338,4.428874465871096,0.5911542686279707,1602250.997304,0.534083665768,1.96%（同期超额 +29.41%）
full,BASE,20100501,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20100501,609097605.095883,m2,2010-05-04,2026-08-28,0.8919364336777036,0.09043200394205138,2.042934173423306,0.9211442534400196,0.431695629071298,0.4262506295258057,0.26048498605896997,0.05660377358490566,159,0.43631861480444867,0.3370152301514475,0.10871313054976373,-0.017465338697246757,0.4514363504490311,0.8635596365736368,0.9432476539829934,0.014814814814814815,135,2016-02-29,0.5944150680978668,3,0.42132147584761204,0.29123657092636734,0.6639794430259043,0.0,75,0.3877161479971887,0.5031504899548844,-0.2768430499353962,2.2864567731961065,0.8,15,202.032535031961,0.38489175716636725,0.3866543993675742,0.4619907658543788,0.6639794430259043,2015-06-09~2016-02-01,2015-06-09,2016-02-01,0.5796742070994376,0.8725364662494568,1.0,0,1.7428860095981125,2015-08-25,0.25411071473356783,2015-08-25,0.25411071473356783,2015-08-25,1.6439644061676786,268,6.0,5.0,0.6615982051157946,0.9611684870005641,1.2415955791525497,1.4638399321054503,1.6372242557176884,1.9341279641543565,0.7740532241555783,0.07932446264073695,0.3694029850746269,8.393489278270433,146.66417910447763,1896,564,6.919291787321462,000651/002128/601088/000338/000933,4.403061063850716,0.5554525262576755,3335134.6211119965,1.1117115403706654,2.75%（同期超额 +35.74%）
full,BASE,20101101,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20101101,253701003.57555774,m2,2010-11-01,2026-08-28,0.9056086452626841,0.03908187820290127,1.5619916710105086,0.8850430851005161,0.42441869878355876,0.36947902344850836,0.18064015794576616,0.08496732026143791,153,0.3859782705524575,0.2093945131704673,0.05423080920480983,-0.061089232105346225,0.43707239298249256,0.9175131113511399,0.8418972853369032,0.06976744186046512,129,2016-06-30,0.46246356300477887,3,0.33222371253552496,0.18782454771027246,0.7073058302168125,0.0,69,0.28190244115289653,0.42419817189690023,-0.31618977571069484,2.017297460851984,0.8,15,83.56700119185258,0.323746530123739,0.324960617198929,0.4640035537314868,0.7073058302168125,2015-06-09~2016-06-16,2015-06-09,2016-06-16,0.45771788707651406,0.7729432176844049,1.0,0,1.8260506187180807,2015-08-25,0.2880810714258169,2015-08-25,0.28808107142581696,2015-08-25,1.6120293439874105,259,6.0,5.0,0.6583758257685186,0.9258244357144441,1.1450853796094147,1.4014917626779453,1.6095959666182706,1.9990498176844036,0.805977975878343,0.04929208180388044,0.3166023166023166,10.742129828136342,141.78764478764478,1911,523,7.04426681505977,002128/601088/000338/000933/688516,4.086751520004491,0.5774090745830732,1261781.6169540002,0.42059387231800005,1.93%（同期超额 +30.44%）
full,BASE,20110501,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20110501,199993646.1101209,m2,2011-05-03,2026-08-28,0.8497439841450541,0.0836998092637245,1.4244173703122889,0.8495653005559684,0.4411029217792779,0.3689958960482975,0.20283173017481548,0.04081632653061224,147,0.3915129252096141,0.23817689934383024,0.11009926214930199,-0.04018801961041407,0.45236177635037567,0.885366133323385,0.8573436108776371,0.024390243902439025,123,2016-05-31,0.45625980552626033,3,0.3361625050265824,0.261572169097801,0.7023317803143032,0.0,63,0.36085853626367914,0.44041724849843256,-0.3103309237272669,1.9246720839925473,0.7857142857142857,14,65.66454870337363,0.3153620966159747,0.3165555100905524,0.47159496607951523,0.7023317803143032,2015-06-09~2016-06-16,2015-06-09,2016-06-16,0.44902153861647237,0.7553095725104344,1.0,0,1.7123199152668271,2015-08-25,0.24079607530732722,2015-08-25,0.24079607530732727,2015-08-25,1.5963955783119406,269,6,5,0.6629191947964208,0.9278994710811277,1.1261708694357488,1.417640084219443,1.6144015061955435,2.1755309247924255,0.8065683273030894,0.04620094628444197,0.31226765799256506,9.608935952517133,129.53159851301115,1963,522,6.70699280895714,002128/601088/000933/000338/000651,3.925709459107565,0.5681469110742494,1106473.951278,0.368824650426,2.52%（同期超额 +29.02%）
full,BASE,20111101,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20111101,283909668.23589754,m2,2011-11-01,2026-08-28,0.9688985800219095,0.09870544502575358,1.5310046340993027,0.8948701639264476,0.42550479061163893,0.38884619829105804,0.2194025307523486,0.0425531914893617,141,0.41101873589535254,0.24951872079865045,0.15275422288045815,0.02750611104982359,0.4331368874631858,0.961479218273256,0.8895350310698141,0.0,117,2016-12-30,0.586368059841947,2,0.33938904429268457,0.2782415110234393,0.7451721423429047,0.0,57,0.38681325848480774,0.45499228718968315,-0.35791085998700534,1.8505306612351737,0.8571428571428571,14,93.63655607863251,0.35929213628297796,0.3608848052609199,0.4786679166135533,0.7451721423429047,2015-06-09~2016-02-03,2015-06-09,2016-02-03,0.4821599142894999,0.8211446939053785,1.0,0,1.8593622254853133,2015-08-24,0.3008355326457779,2015-08-24,0.3008355326457779,2015-08-24,1.6409041219435005,268,7,5,0.6723079283111655,1.0118663427086516,1.2776983115927323,1.4308773393446046,1.627030451168427,1.7988834319787386,0.8167745567126372,0.10582606248240924,0.3283582089552239,9.758174341137025,136.19402985074626,1908,514,7.166606910517575,601088/002128/000933/000651/000338,4.209024284091377,0.5792538269910372,1467286.7087939994,0.4890955695979998,3.82%（同期超额 +32.11%）
full,BASE,20120501,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20120501,253458365.64068928,m2,2012-05-02,2026-08-28,0.8630311389564795,0.17185552953904226,1.872066240572462,0.8916314721113264,0.43228170242355446,0.40620002960224166,0.27263218146521395,0.02962962962962963,135,0.42024317160378377,0.34132395026734996,0.2930260991647049,0.12245774919579899,0.463296227270212,0.8474836927943378,0.8848499423727799,0.0,111,2017-05-31,0.5644099739092571,2,0.39237937632989905,0.3231591636204416,0.6950699498058672,0.0,51,0.368962598355429,0.5059711693123771,-0.26625865084221123,1.948432118624798,0.7692307692307693,13,83.48612188022976,0.3631263206426567,0.36439883801762774,0.47547572825516216,0.6950699498058672,2015-06-09~2016-02-01,2015-06-09,2016-02-01,0.522431333341454,0.8292748707869179,1.0,0,1.710115221103697,2015-08-25,0.2398173035609912,2015-08-25,0.23981730356099118,2015-08-25,1.6552224371596893,272,6.0,5.0,0.669655491867865,0.896752619201657,1.0741161554033354,1.457154588828137,1.6550370732321005,1.9838389181848388,0.8383199079401611,0.03624856156501726,0.3272058823529412,8.557036206485657,126.20588235294117,1890,535,7.017899465168698,002128/601088/000651/000933/000338,4.137056741501812,0.598769787816079,1529650.0313040009,0.5098833437680003,4.00%（同期超额 +32.31%）
full,BASE,20121101,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20121101,560726015.5497298,m2,2012-11-01,2026-08-28,1.0764485688209,0.22882218342379154,1.6602490879282574,1.067007733705775,0.542830013035188,0.5248835880290865,0.3263927683268739,0.015503875968992248,129,0.5617278124450173,0.3985163805767935,0.30609039452733144,0.15254889416748574,0.542830013035188,1.056311641531032,1.0666913949538037,0.0,105,2020-04-30,0.6346299832165936,2,0.47319351717679314,0.3845334356490109,0.6891243631217091,0.0,45,0.37734513710024054,0.5499488274549889,-0.15659159364487685,1.9456717312731695,0.7692307692307693,13,185.90867184990995,0.46003958605696127,0.4622198599646965,0.49605523660618506,0.6891243631217091,2015-06-09~2016-02-01,2015-06-09,2016-02-01,0.6675712116358767,0.9552795617952637,1.0,0,1.7291132203615789,2015-08-25,0.2481695329770516,2015-08-25,0.2481695329770517,2015-08-25,1.6948657788620007,261,6.0,5.0,0.6330927314372159,0.8775503041803692,1.091374126530912,1.4805261225552107,1.6693191031222632,2.013419708272734,0.687909469922573,0.0384157236450268,0.32567049808429116,8.301018054339355,124.78544061302682,1874,536,6.666921818237383,601088/000651/002128/000338/600309,3.677079816265312,0.4900209102265034,2907496.7485100003,0.9691655828366668,5.33%（同期超额 +40.68%）
full,BASE,20130501,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20130501,511947619.8918996,m2,2013-05-02,2026-08-28,1.1208903530477952,0.34621711105032515,1.7856278868774926,1.0192596618133818,0.4906011581104024,0.5085492006798544,0.372836505153042,0.016260162601626018,123,0.5419085641395134,0.4377718666071879,0.29036579718461497,0.21007585262930606,0.5100683901203671,1.0644052801284882,1.0495480012948182,0.0,99,2020-04-30,0.6707125494576799,2,0.4750245452180437,0.39909760432626085,0.6537234577488722,0.0,39,0.4222734799015132,0.5918369126907185,-0.16255292072058414,1.9813610402494533,0.8333333333333334,12,169.6492066306332,0.47077227598313964,0.4722889147369522,0.4935177040769327,0.6537234577488722,2015-06-12~2016-02-01,2015-06-12,2016-02-01,0.7201397936740198,0.9716921444239227,1.0,0,1.7072165014768885,2015-08-25,0.23852657300618374,2015-08-25,0.23852657300618363,2015-08-25,1.6852889684321897,229,7,6,0.6409238609261116,0.7948781129422209,0.9821951811910521,1.441665123732899,1.6201651035553435,2.166328899760317,0.796976241900648,0.0,0.39737991266375544,7.711135641122299,146.3930131004367,1710,503,6.7691858962127,002128/601088/000338/000933/000651,3.7583387159265143,0.5027923545331896,2323060.645539999,0.774353548513333,5.03%（同期超额 +42.05%）
full,BASE,20131101,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20131101,361306569.52828586,m2,2013-11-01,2026-08-28,1.127480764938113,0.35238664767216066,1.6228534753987032,1.0201463986189305,0.4354195052670585,0.4898147750676123,0.3068019030670288,0.008547008547008548,117,0.5071997026525257,0.36936835032137405,0.2882936208364917,0.11807100943455273,0.4496130998372412,1.1303565693943194,1.0255946390907242,0.0,93,2018-12-28,0.6337725553591905,2,0.42813054185655397,0.33917787278004385,0.6694721813774317,0.0,33,0.3841221600956902,0.5200656150446435,-0.21831274078257445,1.7058846929924418,0.75,12,119.43552317609529,0.45307555049095805,0.45436542557746806,0.4838423871485458,0.6694721813774317,2015-06-12~2016-06-16,2015-06-12,2016-06-16,0.6767653131736707,0.9561038720870013,1.0,0,1.8965370447501417,2020-03-23,0.31454014905821787,2020-03-23,0.3145401490582179,2020-03-23,1.670012558263318,234,7.0,5.0,0.6256181376129719,0.8427022435657145,1.035314664321107,1.4374661513728948,1.6337328886025262,2.073710882411209,0.7115384615384616,0.01217948717948718,0.37606837606837606,8.237814812301583,131.35897435897436,1796,498,7.180484237542802,601088/002128/000338/000933/688516,3.9299078418835243,0.5484776836497253,1692946.0111420017,0.5643153370473339,5.45%（同期超额 +39.86%）
full,BASE,20140501,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20140501,317435633.1917184,m2,2014-05-05,2026-08-28,1.093275045537794,0.2895682477286281,1.7070351370545271,1.0009931014469926,0.4380986082757059,0.4802085544049637,0.3172126222702789,0.02702702702702703,111,0.5168762095794048,0.42251962048503855,0.25861415318991177,0.11220390326015672,0.43960066416236443,1.1757857794966822,1.026598233985228,0.0,87,2020-04-30,0.595751623102857,2,0.42360339076298414,0.29110162783934346,0.6589288162277235,0.0,27,0.43611357820751584,0.5321103382987526,-0.3361717509425395,2.084172121359884,0.7272727272727273,11,104.8118777305728,0.4601510201617345,0.46122481394793113,0.4868158470490728,0.7474924123572563,2015-06-09~2016-06-16,2015-06-09,2016-06-16,0.6155928977400911,0.9646667542688258,1.0,0,1.87905186829897,2020-03-23,0.3081617267027133,2020-03-23,0.30816172670271325,2020-03-23,1.6702355998171134,239,6.0,5.0,0.6557048581334576,1.0633304815405793,1.3275423344553132,1.4753371605094043,1.6367702329757474,2.0535294599282112,0.8072048032021347,0.1467645096731154,0.39748953974895396,6.885388250507286,123.47280334728033,1625,486,7.409001556042056,601088/002128/000933/000338/688516,4.0383135720054675,0.5875402463801184,1718045.2184639997,0.5726817394879999,6.55%（同期超额 +39.46%）
