effective_from,effective_to,screen_year,security_code,security_name,avg_roe_3y,rank
2011-05-01,2099-12-31,2010,600036,招商银行,,
2011-05-01,2099-12-31,2010,600519,贵州茅台,,
2011-05-01,2099-12-31,2010,000858,五粮液,,
2011-05-01,2099-12-31,2010,000568,泸州老窖,,
2011-05-01,2099-12-31,2010,002304,洋河股份,,
2011-05-01,2099-12-31,2010,600809,山西汾酒,,
2011-05-01,2099-12-31,2010,000651,格力电器,,
2011-05-01,2099-12-31,2010,002032,苏泊尔,,
2011-05-01,2099-12-31,2010,002508,老板电器,,
2011-05-01,2099-12-31,2010,000895,双汇发展,,
2011-05-01,2099-12-31,2010,000869,张裕A,,
2011-05-01,2099-12-31,2010,600276,恒瑞医药,,
2011-05-01,2099-12-31,2010,002007,华兰生物,,
2011-05-01,2099-12-31,2010,000538,云南白药,,
2011-05-01,2099-12-31,2010,000423,东阿阿胶,,
2011-05-01,2099-12-31,2010,600161,天坛生物,,
2011-05-01,2099-12-31,2010,600993,马应龙,,
2011-05-01,2099-12-31,2010,002262,恩华药业,,
2011-05-01,2099-12-31,2010,600750,华润江中,,
2011-05-01,2099-12-31,2010,600031,三一重工,,
2011-05-01,2099-12-31,2010,000157,中联重科,,
2011-05-01,2099-12-31,2010,000338,潍柴动力,,
2011-05-01,2099-12-31,2010,600066,宇通客车,,
2011-05-01,2099-12-31,2010,600309,万华化学,,
2011-05-01,2099-12-31,2010,600298,安琪酵母,,
2011-05-01,2099-12-31,2010,002415,海康威视,,
2011-05-01,2099-12-31,2010,002236,大华股份,,
2011-05-01,2099-12-31,2010,601088,中国神华,,
2011-05-01,2099-12-31,2010,601899,紫金矿业,,
2011-05-01,2099-12-31,2010,000792,盐湖股份,,
2011-05-01,2099-12-31,2010,002128,电投能源,,
2011-05-01,2099-12-31,2010,600585,海螺水泥,,
2011-05-01,2099-12-31,2010,002024,ST易购,,
2011-05-01,2099-12-31,2010,600588,用友网络,,
2011-05-01,2099-12-31,2010,600271,航天信息,,
2011-05-01,2099-12-31,2010,600900,长江电力,,
2011-05-01,2099-12-31,2010,600600,青岛啤酒,,
2011-05-01,2099-12-31,2010,600660,福耀玻璃,,
2011-05-01,2099-12-31,2010,600111,北方稀土,,
2011-05-01,2099-12-31,2010,000999,华润三九,,
2011-05-01,2099-12-31,2010,002001,新和成,,
2011-05-01,2099-12-31,2010,600570,恒生电子,,
2011-05-01,2099-12-31,2010,300124,汇川技术,,
2011-05-01,2099-12-31,2010,002153,石基信息,,
2011-05-01,2099-12-31,2010,600315,上海家化,,
