signal_date,exec_date,source_code,close,ma,ma_prev,weak_run,cross_count,hold_pv,trigger_code,trigger_pv,block_reason,next_source,shares_held
2012-03-06,2012-03-07,600585,17.1900,17.5990,17.3305,0,0,1.0467,000022,0.8726,均线未下行,,8400
2012-05-18,2012-05-21,600309,14.0800,14.1985,14.0190,0,0,0.9656,600660,0.7263,均线未下行,,52100
2012-05-21,2012-05-22,600897,13.3100,13.5700,13.5210,0,0,1.0197,600660,0.7271,均线未下行,,30500
2012-10-23,2012-10-24,600309,13.7000,13.7570,13.5040,0,0,0.9808,600188,0.7031,均线未下行,,23600
2012-11-22,2012-11-23,601939,4.1500,4.2125,4.2095,0,0,1.0358,600660,0.5813,均线未下行,,27100
2012-11-23,2012-11-26,601939,4.1500,4.2135,4.2115,0,0,1.0358,600660,0.5813,均线未下行,,27100
2012-11-26,2012-11-27,601939,4.1600,4.2150,4.2130,0,0,1.0383,600660,0.5846,均线未下行,,27100
2012-11-30,2012-12-03,601939,4.1700,4.2150,4.2135,0,0,1.0328,600660,0.5862,均线未下行,,27100
2013-01-11,2013-01-14,000022,9.8400,9.8780,9.6720,0,0,0.9990,601088,0.6956,均线未下行,,100
2013-01-16,2013-01-17,000022,9.9400,9.9745,9.8130,0,0,1.0092,002001,0.6887,均线未下行,,100
2013-01-17,2013-01-18,000022,9.9000,9.9955,9.8505,0,0,1.0051,002001,0.6798,均线未下行,,100
2013-01-18,2013-01-21,000022,9.9900,10.0120,9.8780,0,0,1.0142,601088,0.7062,均线未下行,,100
2013-02-20,2013-02-21,601939,4.8100,4.8285,4.7825,0,0,1.2077,000792,0.7576,均线未下行,,100
2013-02-26,2013-02-27,000022,13.2500,13.3290,12.4590,0,0,1.3452,002152,1.0226,均线未下行,,100
2013-02-27,2013-02-28,000022,13.3600,13.4930,12.6565,0,0,1.3564,600897,0.9929,均线未下行,,100
2013-03-01,2013-03-04,000022,13.5000,13.6845,12.9850,0,0,1.3706,600897,1.0008,均线未下行,,100
2013-08-21,2013-08-22,600660,7.3700,7.3755,7.3425,0,0,0.6357,000933,0.4404,均线未下行,,148800
2013-08-22,2013-08-23,600660,7.3500,7.3820,7.3440,0,0,0.6340,000933,0.4307,均线未下行,,148800
2013-08-23,2013-08-26,600660,7.3100,7.3840,7.3560,0,0,0.6305,000933,0.4329,均线未下行,,148800
2013-08-28,2013-08-29,600585,15.6800,15.8000,15.4335,0,0,0.7233,000933,0.4628,均线未下行,,400
2013-08-29,2013-08-30,600066,17.4800,17.7265,17.6360,0,0,0.8705,000933,0.4419,均线未下行,600585,38520
2013-08-30,2013-09-02,600066,17.3000,17.7130,17.6260,0,0,0.8616,000933,0.4300,均线未下行,,38520
2013-09-18,2013-09-23,600066,18.2800,18.3905,18.1645,0,0,0.9104,000338,0.5070,均线未下行,,38520
